Performance,log_and_diffed_High,log_and_diffed_Low,log_and_diffed_Open,log_and_diffed_Close,log_and_diffed_Volume,log_and_diffed_Marketcap
-5.462203747546129,-0.230508835367925,-0.12437287863227775,-0.22863853538251622,-0.05620942086951786,0.1579080056544342,-0.05620942086117253
9.725899975113466,0.05714930114600092,0.019964871103118398,-0.061140224079958116,0.0878454986775794,0.8876078725248,1.1882004244717805
6.97662184456378,0.057698767240154325,0.16529337730479776,0.0928152516497529,0.0674401371679747,-0.7100123278219321,0.06744013730698484
4.945886051854926,0.07755569415535968,0.07585273703370365,0.06744871059001056,0.04828323380750632,0.2758813271751901,0.048283233715700646
1.0738095156194325,0.000927862412011482,0.042192911200251704,0.048262689715465434,0.010668880571518269,-0.43992536603093235,0.010668880469530961
5.189362235768986,0.05608173842761355,0.0007804964895909983,0.010697918103816484,0.05060905663304327,0.6716321772573348,0.050609056681061304
-2.1326759465390053,0.05471240624089724,0.01717650725025166,0.05058625071321332,-0.021563199828420032,0.022901027173187316,-0.021563199763715346
-0.1097480995577394,0.006451481618690025,0.0006206741819663186,-0.01670694095505354,0.003752436146996274,0.8152197260821463,0.0037524361112453164
-14.338916977240007,-0.1051275121452675,-0.11997997625841261,0.00028631485660080003,-0.15338717208241803,0.6302904486323353,-0.15338717213730746
-7.9149318339098835,-0.17072653971936314,-0.11738552898242682,-0.1807442454716921,-0.10843005705280184,2.1954645290236403,0.4994577397433808
4.763188252177965,-0.019069741684873076,-0.01309780396869975,-0.08270180865737942,0.04628784058948909,-0.19848741270924464,0.04628784053586088
-1.5526269535225135,-0.031310698956104055,0.02297730390404018,0.04707855491969326,-0.015101776520812571,-0.06922061614982766,-0.015101776535846767
-11.81396306649646,-0.018232589095283913,-0.09493297772916254,-0.013447009638035023,-0.12352049217488004,0.1978709574409585,-0.12352049205389193
-10.719650326448152,-0.12111164001729868,-0.11327674286885303,-0.1248481210509702,-0.1125153448998435,0.20710905536947521,-0.11251534476952685
9.012565263903047,0.02068632067284293,-0.0016508499527145837,-0.11110821007721139,0.08857352793868767,-0.3244814862639984,0.08857352767576288
8.360037585847229,0.07226678718029511,0.046972998952635514,0.08450329898409059,0.07849950982615317,0.22183445285600456,0.21362042428300043
10.484973918399215,0.06530520301325504,0.09466749403912056,0.07234174293011097,0.09176190792478467,0.32962872163706436,0.10121447038731546
-5.353310636053662,-0.0025168696209538766,0.0477041434036094,0.09970934236466267,-0.05501928732979611,-0.2772779056798491,-0.055019287204185474
-3.9291863897557566,-0.03625751897879681,-0.029548081208563115,-0.055019286610141105,-0.04008462467085705,-0.2710140970816113,-0.040084624679892045
-4.935634745174171,-0.04407237798664365,-0.06963382074916558,-0.04008457823869582,-0.05061594837637484,0.13463080035594288,-0.05061594844882933
-3.2258021787564055,-0.007552797316084714,-0.017323368723613175,-0.0506162254245921,-0.03279000928619746,0.1522670047739858,-0.032790009361750805
-7.104514817736713,-0.08886717703461677,-0.0743410489116072,-0.03278961922777013,-0.07369498059080737,0.0327873235738565,-0.07369498062920599
-10.173919672091076,-0.07012639823462807,-0.12497094802944764,-0.07369517182910945,-0.10729485782744108,0.09105908559473619,-0.10729485762940882
7.283856614938542,-0.036073231647573145,-0.016002015351614496,-0.1072945700031398,0.07030825742551583,0.15318247681087271,0.11903976485712064
-4.837958088566186,0.02834266257815221,0.06335611761225346,0.07030800139714533,-0.049589043118206,-0.276179764811765,-0.04850090259480666
3.1970313968096327,-0.05732945135514411,-0.03841044426147233,-0.04958904278159082,0.03146990144745976,-0.16791248175878337,0.03520198225171001
-3.0197024049516266,0.08796240342085859,0.02939977316525333,0.031470091603938766,-0.030662155199604246,0.564624320422169,-0.029718990136220924
-5.679904745311636,-0.12081809119446874,-0.06357565583831626,-0.030662279769405387,-0.05847585392643495,-0.42888033469363407,-0.05799115734060223
-1.1692282305773143,-0.055739536331430806,-0.054000942366407845,-0.058469947568760894,-0.011755202289290612,-0.11782239831957497,-0.01091141305486687
11.692359911588635,0.12760845484400773,-0.004739675171231639,-0.011761339101612034,0.1105779549316468,0.5238732058702418,0.11224869795129067
24.236128742708786,0.2327624965226165,0.17250901142897712,0.1105617013113882,0.2169974147071203,0.547355866095323,0.2188385734059679
15.985095941177361,0.2322587960502558,0.22024922642146239,0.2170138328587332,0.1482915135978793,0.3087104710355888,0.15254630831534755
20.501064703550856,0.06325863805851473,0.10848606805397187,0.1482915133736884,0.18648840239350806,-0.13810882627692678,0.18848433558200028
2.1156075294662444,0.06325990070505227,0.15118339993459307,0.18648830773287717,0.020935297742019188,0.7927621567117846,0.022307368972139585
22.072102403622313,0.18621038810123647,0.06444259213309067,0.020935496113121843,0.19944179096614878,0.11670117047350104,0.2194946445478152
-18.360090156284016,-0.022018926339295142,0.01006068670589988,0.19944168897238068,-0.20285195086963537,-0.20288454190706418,-0.20181297311292923
-5.607359569319859,-0.14292980149153944,-0.061294252681721506,-0.2028523933157329,-0.057707518368785404,-0.37044534064294865,-0.05576180509051909
22.789236049798838,0.10356380900359685,0.012901584808752364,-0.057706761722113864,0.2052994872585745,0.2654892134465605,0.20861338056338852
5.705195603267869,0.03351050927927801,0.12333801749700868,0.20529917156548771,0.05548385992101501,-0.2687940075397641,0.05676208914142933
-4.1464912673595125,0.040098242664893924,0.037155090635066834,0.0554838591749256,-0.04234911141653974,0.05809364968549957,-0.04157990595231453
11.720760918958826,0.03950117734768366,0.018472590306362946,-0.042349134177044334,0.11083234250573781,-0.02250776826600287,0.11157823395820543
7.085327216900313,0.07190158170290406,0.11917537161566027,0.1313361514231488,0.088959566715058,0.2081168295815523,0.09005566438464996
-4.092772348502527,-0.004429216028260186,-0.019146712754966266,0.06844905999248851,-0.04179556170711862,-0.06495777867879227,-0.03983234620541154
0.8299696316675773,0.01901622062247288,0.04133513700898206,-0.04178219061183963,0.008272093017012594,-0.056837913862587186,0.009546041326576216
